house_price,area_sqft,bedrooms,bathrooms,lot_size,garage_size,age_years,renovation_score,energy_efficiency,distance_to_center,school_quality,crime_index,walkability_score,median_income_area,property_tax_rate,mortgage_rate_proxy,transit_score,area_m2,living_area_proxy,rooms_total,lot_size_log,condition_index,location_desirability,income_proxy,neighborhood,building_type,heating_type,noise_loc_01,noise_loc_02,noise_loc_03,noise_loc_04,noise_loc_05,noise_size_06,noise_size_07,noise_size_08,noise_size_09,noise_size_10,random_noise_11,random_noise_12,random_noise_13,random_noise_14,random_noise_15,random_noise_16,random_noise_17,random_noise_18,random_noise_19,random_noise_20,random_noise_21,random_noise_22,random_noise_23,random_noise_24,random_noise_25,random_noise_26,random_noise_27,random_noise_28,random_noise_29,random_noise_30,synthetic_feature_01,synthetic_feature_02,synthetic_feature_03,synthetic_feature_04,synthetic_feature_05,synthetic_feature_06,synthetic_feature_07,synthetic_feature_08,synthetic_feature_09,synthetic_feature_10
404266.74,2175.0,5,3.4,5173.41,2,41.13,0.86,0.25,13.24,3.65,5.14,40.21,57296.8,0.913,5.517,45.91,194.31,2039.74,10.4,8.5513,0.186,-0.085,48.037,Industrial,Condo,Gas,-3.2961,1.0476,-2.6676,-1.8291,-1.1205,-0.3783,1.714,0.9159,0.8619,1.8737,0.237,-0.4541,1.3494,0.7833,0.0235,-0.9006,-2.1828,-0.7516,0.7401,0.6149,0.3517,-1.3324,0.2711,-1.0701,0.5895,0.8092,-0.4808,0.3658,-0.5492,0.3471,2.0214,-0.9906,0.1359,0.0623,-0.8704,1.2324,0.3247,0.3227,0.6056,0.3114
360123.33,1892.53,3,2.6,6211.73,1,7.92,6.84,0.517,13.69,3.66,7.46,23.45,41104.58,0.597,5.366,20.64,176.59,1546.95,8.6,8.7342,5.0,-1.826,43.708,Industrial,Detached,Electric,-4.7374,-3.6425,-4.151,-1.6259,-2.1937,1.1454,0.6515,-0.1636,-1.508,1.222,0.9604,-1.4125,0.0159,1.153,0.5393,0.0696,0.3949,-0.1977,-0.8806,-0.3437,1.7561,0.7305,0.8519,-0.0966,-0.4773,0.5715,0.7927,0.3625,-0.6288,-0.0544,0.9001,-0.981,-0.8395,-1.5555,0.5924,-1.4252,0.5738,-0.106,-1.5618,-0.0579
529439.43,1993.03,4,2.6,4242.79,2,13.26,7.17,0.505,7.02,7.62,4.02,40.72,52398.46,1.243,5.036,48.71,192.06,1871.77,11.6,8.353,6.367,3.225,57.219,Central,Townhouse,Gas,0.1382,0.9189,2.1612,0.2807,-0.4389,0.1967,2.4904,1.5697,0.7462,0.0834,0.8315,-0.2861,-1.0994,1.0517,1.4628,-0.1525,-0.1608,-0.9876,-0.2698,1.165,0.0694,0.9668,-0.3281,0.712,1.247,-0.0214,-1.0145,0.3382,-0.5005,-0.4155,-1.2336,-0.2611,-0.6207,-0.8333,-0.838,-1.0438,1.8831,0.8201,-0.6079,0.6256
453925.04,1170.16,4,3.2,4044.29,1,46.24,3.08,0.25,7.64,6.23,4.57,44.43,76551.58,1.099,5.842,29.5,95.8,840.06,9.2,8.3051,2.184,2.262,67.591,Riverside,Duplex,Oil,-0.1141,-3.9252,1.6508,-0.3409,-0.5744,-1.7513,-1.5005,-0.0095,-0.7817,-2.9752,-0.1092,0.545,-2.4597,-0.2706,-1.0713,-0.2504,-0.4998,0.5739,0.9769,0.5912,0.4523,0.5196,0.2432,-1.3733,0.4436,-0.5684,-0.3218,0.1858,-0.3547,0.6648,-1.6178,0.0195,-0.3374,-1.8238,-2.3875,0.3067,0.2825,-0.8236,0.1846,1.2104
473227.11,2056.47,4,3.0,3710.05,2,39.43,2.74,0.25,6.43,6.38,3.33,67.96,82168.96,1.09,5.058,53.69,203.16,1978.66,9.0,8.2188,1.482,3.161,84.014,Central,Detached,Electric,-0.9588,1.2617,-0.6501,0.7134,-0.4815,1.4492,0.4639,0.7296,-1.3238,2.184,-0.4721,-0.066,1.0291,-0.4256,-0.318,-1.6571,-0.1954,1.3512,-0.06,0.603,-0.2349,-1.0068,-0.2131,0.293,-1.2872,2.1073,-1.8597,-0.6281,-1.3135,-0.2005,0.2332,0.206,0.3784,0.4844,-0.6211,-0.2627,1.1526,-0.9362,-0.1392,-1.3705
483662.22,1723.08,3,2.2,5574.75,1,32.62,4.68,0.543,8.08,7.14,3.93,51.63,69246.13,1.011,4.958,43.96,157.53,1224.29,6.2,8.626,4.194,2.708,74.662,Central,Duplex,Gas,1.9572,-1.5422,-0.1708,1.6125,0.7149,0.2355,-0.3085,-1.8117,-0.2829,-1.1422,0.0017,-1.0994,0.5581,1.7417,1.1758,0.3869,-1.5558,0.8417,-1.5287,-0.2722,-0.5035,-1.0649,1.4577,1.1685,-0.1075,-1.3021,0.5944,-1.4854,-0.702,-0.9132,-1.1154,0.3395,0.0452,-1.2193,0.9691,0.6469,0.2426,1.122,-1.1553,0.2005
414309.48,1844.06,4,2.4,6959.74,1,38.39,5.23,0.42,8.66,7.89,5.98,55.94,66629.83,0.891,6.154,34.25,172.16,1677.74,8.4,8.8479,3.863,2.889,69.609,Hillside,Detached,Gas,0.3209,-0.4917,-0.2505,0.088,0.2079,-0.055,0.9242,0.0946,-0.1555,1.878,0.3633,-1.523,0.2107,-0.1651,1.9731,-1.3858,-1.8046,1.0246,1.2376,-0.9126,0.6583,0.0972,0.1163,0.4002,-0.1721,-1.5446,1.2468,0.2832,1.0199,-0.2665,-0.3016,-0.6548,-0.0792,0.5624,0.0632,1.0803,0.8393,1.6256,0.0648,0.3488
694207.81,2484.64,5,2.8,5372.85,1,1.4,9.57,0.582,7.95,7.66,4.75,46.35,77906.76,1.194,5.695,46.35,234.26,2448.09,10.8,8.5891,8.388,2.949,75.823,Central,Detached,Heat pump,2.3795,-0.8155,2.2292,1.3001,-0.3202,2.4795,-0.0665,-0.5413,3.1875,1.5156,0.4838,2.1118,0.8636,-1.3546,-0.9931,-2.5254,1.2465,-1.3797,-0.2141,-0.4329,-0.1061,0.0902,0.0088,-0.0756,-0.2182,-0.082,0.9107,-1.2826,-0.0336,0.8206,0.0191,0.8241,0.2454,-0.0393,-0.2031,0.8598,0.4305,-0.5609,0.4784,0.712
435775.08,2066.87,4,3.2,2123.6,1,27.36,6.78,0.68,9.64,6.95,4.58,44.97,66388.17,1.36,5.371,39.7,196.38,2070.08,9.2,7.6609,6.063,2.535,61.671,Industrial,Townhouse,Gas,0.6739,-0.0295,-1.3156,-0.9551,0.5505,-1.9797,2.5365,0.1794,0.4877,-0.9476,0.3014,0.3252,0.8609,1.0075,-0.7388,-0.344,0.4622,-0.2431,1.0912,-1.7999,0.4035,-0.5594,-0.4582,-0.6681,0.5093,-0.258,0.8126,-1.377,0.1253,-1.0235,-0.0724,1.8454,0.0179,-0.4031,0.1458,-0.5239,0.1062,0.3237,0.3394,-0.2173
571941.5,1929.96,4,2.6,4615.49,2,51.01,3.16,0.367,6.56,8.5,3.75,55.71,68713.52,1.173,5.853,45.54,180.94,1570.22,8.6,8.4372,0.88,3.693,69.118,Hillside,Condo,Gas,-0.7495,1.5366,-1.8299,3.5947,0.8438,2.2063,-1.3498,-2.0994,1.9222,1.0533,-0.0908,-0.8241,0.1944,0.1438,0.3811,-0.7559,-2.413,0.4674,-1.3955,-0.5903,0.5075,1.2916,-0.516,0.8308,0.6347,1.0976,0.8394,-0.3806,-2.2322,0.2093,1.1764,-0.2536,-0.6308,0.7087,0.2716,1.582,0.4687,-0.0501,0.9779,-0.0362
463053.1,1621.6,4,2.5,5656.43,2,38.91,4.19,0.426,13.63,7.91,5.78,35.78,75984.81,0.836,5.505,42.71,156.64,1388.33,9.5,8.6405,4.046,1.477,77.224,Riverside,Detached,Electric,-0.1547,-2.9334,1.8963,-1.0453,-0.9041,-0.9886,2.1262,-1.7814,-0.0738,2.6271,0.9968,0.4618,-0.2542,1.5059,-0.5777,-0.8615,-0.5764,0.8712,-0.121,-1.4642,0.3475,-0.4008,0.2377,-1.1769,0.5167,0.6461,0.6997,0.4307,0.9478,-0.0554,1.817,-0.6992,1.0538,0.5525,0.5331,0.6356,-0.5211,0.7413,0.3058,1.3524
504436.93,1762.83,4,2.5,5242.06,1,28.0,4.14,0.546,8.77,7.32,5.57,37.67,80237.43,1.119,5.711,34.66,166.89,1579.3,9.5,8.5645,4.26,2.066,80.716,Suburban,Condo,Gas,0.6245,-0.611,0.1952,0.0647,2.7256,0.543,0.3971,1.716,-1.9596,2.1319,-0.6743,2.1892,-0.4171,0.243,-0.7592,-3.1031,0.8806,1.7534,0.5097,-1.4377,0.5579,-1.8937,0.8196,0.2428,0.3389,0.0295,0.6144,1.9878,-0.6855,-0.7608,-0.4699,-0.6672,-0.4551,1.1821,-1.5664,0.0812,0.5679,0.3192,-0.6866,0.02
505494.39,2056.92,5,3.1,5420.74,2,51.95,2.77,0.475,7.65,6.71,3.39,41.72,63538.07,1.108,5.051,60.87,201.66,2100.07,10.1,8.598,1.559,2.744,62.637,Riverside,Detached,Electric,-0.4604,-0.4193,0.7421,0.8765,0.0279,-0.0744,1.2942,1.0742,1.4381,0.016,2.4794,0.6205,0.4209,-0.02,0.2445,-0.8508,-0.28,1.069,-0.0871,0.1165,-0.853,-0.2241,-0.6846,0.0255,0.0856,0.5003,0.6789,0.9793,1.124,-0.2934,-1.0932,0.1604,0.2416,-0.4839,0.085,0.2032,0.7641,3.6272,-0.0736,2.8126
287579.3,1069.05,3,1.7,3123.8,1,41.48,4.49,0.264,8.42,7.35,3.52,58.38,82543.23,1.295,6.639,37.08,102.45,705.64,5.7,8.0468,1.663,2.952,77.13,Hillside,Condo,Electric,-0.91,2.7178,0.5744,0.3276,0.4854,-2.5648,0.1443,-1.8817,-2.247,-2.3115,0.7631,-2.7871,1.397,1.5261,1.5494,-0.1736,1.245,0.8965,-1.183,0.534,-0.914,0.4803,0.1266,1.1256,-2.1512,0.4822,-0.6557,1.4332,0.1543,-1.5717,0.3406,-0.6222,-2.2051,-0.2228,-0.1169,0.0845,0.4812,-0.6874,0.4936,0.0459
453310.11,1494.59,4,1.9,4253.39,1,27.77,5.73,0.64,5.75,6.45,3.02,53.29,73081.21,1.16,5.181,57.18,150.64,1292.13,8.9,8.3555,5.183,2.693,75.195,Suburban,Townhouse,Gas,-0.2734,0.1244,0.1652,-0.3844,-0.9006,1.257,0.7095,-1.4102,-0.7224,-0.1994,-1.1275,2.6523,-0.1029,-1.5385,-1.3095,-0.6342,1.0498,2.6336,-2.3868,-0.0318,-0.0426,0.342,0.1842,-0.5827,0.7779,2.1036,-0.2002,0.6537,-0.5621,0.1096,1.6037,-1.7859,-0.2986,-0.7465,-1.5043,-0.4788,0.445,1.3149,-0.7933,-0.5676
507537.56,1766.54,4,2.7,4833.94,1,22.3,8.39,0.519,6.22,5.74,5.53,62.29,51121.84,0.694,6.356,39.52,169.52,1950.49,8.7,8.4834,5.856,2.285,53.476,Central,Detached,Heat pump,-0.6798,-0.8915,-1.2959,0.516,-0.644,1.7571,-1.3464,-1.7715,-1.7339,-0.669,0.1852,-1.8492,1.4765,-0.5854,1.4983,0.3873,-1.3567,0.0963,1.5233,-0.4988,-0.0186,0.3342,0.3584,-0.4977,0.4884,0.2534,0.0702,0.3669,-1.6778,-1.3647,-0.4111,-1.4725,-1.1232,0.1315,-1.4185,-1.6785,1.9449,1.5716,-0.466,0.4738
261273.94,1411.11,3,2.5,4253.05,2,19.53,6.31,0.798,11.69,6.36,6.72,51.47,70605.99,1.161,5.396,38.78,120.26,1249.63,6.5,8.3554,6.272,1.761,71.61,Industrial,Condo,Electric,1.0792,-0.8314,-1.2749,-1.3627,0.5572,-0.9043,0.0812,-0.3987,-0.5516,0.8008,0.7727,-0.206,0.3732,-0.8874,-0.5748,1.3927,-0.1433,-0.2891,0.248,-0.9474,-0.5223,1.494,-1.7075,-1.2419,-0.9848,-0.6811,-0.3357,2.5058,2.1748,1.0724,0.8104,0.9404,-1.0988,-0.938,-0.5643,0.5106,0.7732,0.2142,-1.8635,-0.2903
359664.99,1998.37,5,2.9,5461.16,1,49.96,3.07,0.25,5.41,3.85,5.2,48.51,34376.37,0.94,5.944,40.44,201.32,1659.04,10.9,8.6054,1.636,0.5,34.931,Hillside,Condo,Electric,-0.6062,1.7498,0.0086,0.4088,-0.941,0.1274,1.9658,-0.6875,1.0031,0.6124,-0.3494,-1.1334,0.3807,-2.1951,0.3458,0.5164,-0.4481,0.1774,1.1668,-0.3172,0.241,-1.1148,-0.9247,0.4373,0.2806,0.1985,-1.5663,-1.3229,0.8032,-0.092,-0.8544,1.2472,2.3703,-0.4932,-0.0779,0.587,-0.3282,-0.1012,-0.1842,1.1692
590599.12,2344.21,5,2.7,6837.09,2,30.3,6.46,0.474,9.8,7.74,1.88,47.7,58116.09,0.953,5.904,44.87,214.34,2094.87,10.7,8.8301,4.198,3.321,66.512,Central,Townhouse,Gas,2.899,1.6868,-1.8956,-1.1495,0.148,1.5633,0.4302,3.3509,2.6142,-0.5357,-1.4951,-0.74,2.4051,0.8732,1.5909,1.0264,-1.3892,-0.9151,0.9287,-0.8222,0.9082,-0.4237,-1.3658,-0.4238,0.6479,-2.6187,-1.235,-0.4132,0.8631,-0.5718,0.1209,1.7992,0.5484,-0.0205,0.5102,-1.7033,1.1505,0.8919,1.242,-0.1714
426107.19,1657.71,4,2.8,3897.04,1,40.85,6.15,0.436,16.31,3.38,6.81,28.94,68736.11,0.912,6.131,30.21,162.98,1200.94,7.8,8.268,3.234,-0.977,65.614,Suburban,Detached,Electric,-4.5421,-3.0949,-2.3561,0.1102,-2.639,1.2108,1.6763,-1.0875,1.0376,-0.3154,-1.0391,0.2844,1.6527,-0.5574,0.3253,1.1091,-1.4543,0.0676,0.5968,-0.0628,1.1875,1.5451,0.0329,-0.8621,1.1712,-0.0326,0.23,-0.3352,1.8188,1.1606,-1.265,0.0201,0.9168,-0.119,-1.0718,-0.1078,0.6911,-0.8145,-2.9032,-2.832
558549.99,2170.99,5,2.6,5314.58,1,23.99,4.69,0.418,10.78,4.6,4.74,36.68,68485.04,1.058,5.038,45.8,201.85,1854.44,9.6,8.5782,3.76,0.876,74.892,Hillside,Detached,Gas,-1.1347,-1.617,-1.7335,-0.3449,-2.4784,-1.5675,1.4311,1.0387,3.0418,0.7534,0.5421,-2.071,1.6786,0.9054,-0.2975,-1.0189,-0.806,-1.7269,-0.3213,-1.5215,1.4123,-1.9673,-0.901,-0.7668,0.5103,1.093,0.9058,0.8936,0.2241,-1.0318,0.0204,-0.9719,0.8839,0.041,-0.5497,1.8136,-0.8833,1.2095,-0.9846,0.4562
301801.42,1166.53,2,1.9,1014.09,0,23.0,7.45,0.712,12.61,5.36,4.97,21.14,76607.81,0.735,6.092,40.25,114.74,1141.89,4.9,6.9217,5.939,0.235,72.938,Suburban,Duplex,Electric,0.2331,-1.7643,-1.8454,-0.7152,-3.5835,-1.2303,-2.2027,-3.3491,-4.1379,-1.6383,-1.7546,-0.0902,-0.7976,0.3891,0.7182,0.4391,-0.6409,-0.5295,0.4898,0.7013,-1.3148,-0.0537,-0.4962,0.5371,0.3216,0.6022,0.0093,-0.9788,1.3524,-0.7477,-0.2451,-0.6952,0.5974,-0.0081,-1.0382,-1.8993,1.114,-1.9015,-2.5792,-0.4504
385126.88,1428.92,3,1.9,5575.12,1,27.91,5.89,0.739,16.13,5.0,7.64,10.0,49447.9,1.019,6.516,17.12,128.62,1150.67,6.9,8.6261,5.447,-0.389,54.993,Central,Townhouse,Gas,-3.402,-2.9792,-2.9949,-4.4176,-2.8891,-1.2074,-1.4068,-0.7677,-1.7672,-0.0362,-1.4493,1.1473,2.1922,0.6071,-0.1732,0.9952,0.2832,-0.1153,1.4325,-0.567,-1.163,1.2289,-1.1943,-1.103,0.9468,0.2986,2.7648,0.7634,-0.4786,-1.8292,0.5214,-1.6649,-0.4593,-0.454,-0.1352,-0.5938,-1.3819,-0.855,0.0076,-0.5816
161289.72,1614.68,4,3.0,4681.95,0,36.05,4.36,0.499,9.33,3.96,5.88,41.82,45253.02,1.16,5.358,39.45,153.76,1387.85,9.0,8.4515,2.506,0.378,51.42,Industrial,Condo,Oil,-0.8693,-2.7305,-1.8733,-1.6293,0.3697,-2.6644,-0.1052,0.3751,-2.0071,1.6012,0.5368,-0.8432,-0.0822,-0.4554,0.5214,-0.436,1.0442,0.9496,0.083,0.3763,-0.2896,1.214,-0.4032,-1.0142,-0.3065,0.6492,-0.9198,0.5796,0.7376,1.3095,1.7659,-1.5543,1.5698,-0.6286,1.1836,-0.2552,0.8148,-0.3799,-2.0222,0.5504
566466.19,2028.96,4,3.0,5964.7,3,16.33,5.81,0.463,9.41,6.06,3.43,48.46,68614.72,1.167,5.519,40.68,186.98,2022.21,9.0,8.6936,4.407,2.387,67.149,Central,Townhouse,Gas,0.2658,-0.0637,-1.437,2.4166,0.9858,0.1536,-1.7601,0.1389,1.3445,1.7596,-0.2225,-1.3903,-0.2275,-0.7642,-0.2047,-0.7906,0.5136,1.1111,1.9017,0.8872,0.0803,0.6601,-1.1241,0.8964,0.412,1.1033,0.4449,0.8133,-0.6301,1.8729,-0.3371,0.3589,1.0021,0.3985,-1.9614,1.9712,0.3692,-1.3118,0.3875,1.0434
511541.0,2176.65,5,3.2,5402.95,1,43.8,6.59,0.311,8.09,5.18,4.2,42.82,71529.3,0.947,5.212,32.61,211.69,1901.51,11.2,8.5947,3.981,2.147,79.834,Central,Condo,Heat pump,-1.1054,1.3822,-0.1112,4.6966,1.5878,2.9289,0.2129,0.1285,-0.1205,-0.1885,-0.6958,-0.1393,-2.1592,0.0898,0.8612,0.5304,0.7504,-0.9636,-1.4994,0.3279,-0.2384,0.6854,0.7579,-0.1661,-0.6211,1.4252,1.2912,0.7952,-0.5039,-1.6736,-1.9727,0.593,0.1224,-0.8091,0.7581,1.283,0.1382,1.075,0.961,-1.2103
521776.73,2040.45,4,3.3,4744.85,1,58.43,3.86,0.271,7.55,7.95,4.5,55.03,66466.12,0.969,5.309,35.02,192.2,1711.99,9.3,8.4648,1.816,2.744,68.811,Riverside,Detached,Heat pump,0.4913,-0.2596,-0.1624,1.6314,1.0989,0.0061,0.4778,1.1856,0.2063,0.723,-0.4947,-0.3383,0.3263,0.9192,-1.3942,-1.4816,-0.2666,2.076,-1.6069,0.7991,-0.5526,-1.041,0.4792,0.9554,1.1103,0.4475,1.0657,1.5383,0.097,-0.8158,-0.1565,2.0496,0.4001,0.7516,0.1169,-0.6048,-0.9837,1.4277,0.5982,0.7373
427260.63,1321.98,4,3.3,3688.99,1,18.36,6.03,0.495,5.06,5.29,2.76,62.95,87362.63,1.341,6.441,49.64,128.43,1248.0,9.3,8.2131,4.272,2.648,82.976,Riverside,Townhouse,Electric,-0.4653,0.9653,-0.5611,2.3335,1.718,0.6002,-1.638,1.4691,-0.6086,-0.887,-1.4708,-0.5952,-1.0834,-0.0504,-1.0135,-1.088,0.603,0.1484,0.9881,-2.0666,-0.3044,1.3732,0.1502,-0.3594,-1.6097,-0.3161,0.6551,-0.0492,-1.2674,0.0698,0.3146,-0.0526,-0.091,-0.2245,0.6019,0.4336,1.0142,-0.5123,-0.3028,1.4692
357048.52,1260.97,4,1.5,5086.07,1,55.06,2.37,0.343,7.1,6.34,2.27,66.41,67327.67,0.98,4.948,55.86,104.16,973.17,6.5,8.5343,0.322,2.79,65.457,Riverside,Townhouse,Gas,1.1945,1.4963,1.4027,1.9577,3.5869,0.9761,0.4351,-0.2884,-0.0033,-2.4806,0.4845,-1.1883,0.4083,-0.7019,-1.4089,-0.6668,-0.1484,0.24,-0.8187,-0.4929,0.4833,-1.2001,-0.3019,-0.0011,0.8167,-2.3135,1.0703,0.5302,0.3294,-0.5157,0.2186,-1.3244,0.1024,0.2714,1.2691,2.403,-1.1714,1.1638,0.4969,0.3389
442905.8,1803.47,4,2.3,6097.73,1,74.61,2.88,0.316,11.69,8.89,4.23,26.9,64282.27,1.254,4.982,22.96,167.03,1649.49,7.3,8.7157,0.622,2.424,69.946,Suburban,Detached,Gas,0.5501,2.5926,-0.4231,-1.0861,-0.1857,0.8427,0.5955,2.231,-0.9244,0.7267,-0.8065,0.5192,-1.1616,-1.199,-0.0564,0.4505,-0.4415,-1.6177,2.0433,1.1031,-1.3296,-1.1404,-2.0377,0.1563,0.0177,0.9782,0.0554,-0.7365,-0.312,-0.0313,-0.1166,-0.0403,0.0789,0.3833,-0.551,-0.3798,-1.157,-1.2571,1.4044,-0.9017
463393.53,1301.48,3,1.9,2030.42,1,30.2,8.02,0.656,5.89,7.52,3.88,60.54,64918.15,1.184,6.386,54.35,123.37,1093.29,6.9,7.616,6.464,2.591,69.533,Riverside,Detached,Oil,1.0955,1.3642,0.8004,2.5478,1.4293,-0.0468,-0.9543,0.5546,-1.7019,2.0224,-0.5358,0.5953,1.7977,0.2042,-1.5295,0.2189,1.8971,-0.6201,1.3373,0.5092,2.3434,0.3879,-0.4582,1.3873,0.9654,0.5152,1.6629,-0.9648,-1.9876,-0.1176,1.5188,-0.2204,0.4747,1.7257,1.0995,0.1751,1.377,0.2723,0.1718,-0.0234
329420.38,1183.92,2,1.7,2049.7,0,34.83,7.85,0.644,6.02,5.32,4.19,53.38,67069.99,1.093,5.844,59.47,111.33,1215.06,5.7,7.6254,6.093,2.198,61.78,Industrial,Townhouse,Electric,-1.1081,1.4049,-2.4961,-1.2293,0.0784,-3.3352,-1.6661,0.0255,-1.2741,-3.3301,0.3468,-1.0656,0.5516,-0.5541,-0.6918,1.0324,-2.3305,1.0498,1.5876,1.8485,0.021,-0.493,-0.7615,1.3059,-0.7805,0.1527,1.2832,1.7648,-0.4577,0.4076,0.0752,-0.6133,1.5569,0.1375,-1.5591,0.1474,1.3625,-0.6144,-2.7881,-0.0534
305496.62,1426.53,4,1.9,4460.59,0,22.43,7.68,0.589,8.29,4.96,4.02,27.66,62715.94,0.777,6.666,47.6,138.3,1250.99,7.9,8.403,5.599,1.184,62.02,Industrial,Condo,Electric,0.3988,-1.5552,-0.0181,-2.2901,1.0151,-1.9927,-0.7072,-1.865,0.3052,-1.1622,-0.2566,-0.9273,2.2799,-0.0717,-1.1075,-0.9219,-1.8733,0.1698,0.8844,1.7044,1.0508,0.2067,0.2473,1.1532,0.09,-0.6881,-0.8522,-0.8121,-0.3451,-0.961,-0.1866,0.1802,-1.4506,-0.2539,-0.2813,-1.1008,-1.2397,-0.5665,0.4117,0.9778
301056.12,1311.42,4,2.1,2585.65,0,12.51,5.98,0.457,11.06,4.83,6.41,32.39,52633.63,1.03,5.252,31.73,119.64,1227.97,7.1,7.8577,4.922,-0.034,53.651,Industrial,Townhouse,Gas,0.2819,-0.9057,-2.0741,-2.1226,-0.5914,0.169,-0.8316,-1.1678,-0.9499,-0.9868,-0.7047,0.1365,-1.023,-0.2388,1.4797,-0.9755,0.3827,0.1078,-0.9216,0.2996,-0.58,0.4308,0.6197,-0.6288,0.0606,0.9652,0.3216,0.6413,0.8528,0.1927,-0.8415,-1.3421,0.9509,-0.9476,-0.5615,1.3804,0.5565,-0.4279,-0.174,-2.5944
437310.82,1501.93,4,1.9,2965.21,0,0.0,7.18,0.711,16.02,4.9,3.41,18.05,51159.29,1.074,5.569,14.25,139.83,1495.13,6.9,7.9947,7.694,0.463,48.621,Industrial,Detached,Heat pump,-2.73,-1.4655,-1.4046,-0.3097,-2.2585,0.57,-0.344,0.2538,-0.4528,0.8424,-1.9894,-0.965,1.5492,-0.4444,-0.9907,0.5239,-0.265,0.2272,-1.6593,-0.252,0.5743,1.7781,0.3246,-0.9868,0.4339,-0.2572,-1.5473,0.531,0.2852,-1.1161,-1.7663,0.0916,-0.4269,0.7242,-0.0515,-0.59,0.6596,-0.2335,-0.2091,0.1657
501209.01,1725.48,4,2.7,6495.99,1,37.94,4.09,0.476,11.64,6.64,5.1,34.08,55164.09,0.828,5.137,38.61,167.39,1600.56,9.7,8.7789,3.137,1.664,66.953,Hillside,Duplex,Gas,-2.4411,-1.8171,-1.8581,-0.957,-0.1829,0.5832,0.2932,0.798,-2.4354,-1.0128,0.3674,0.1787,-1.8027,0.2938,-1.2865,-0.7987,-1.437,-1.4432,1.4953,-0.9584,0.1001,0.4337,1.263,0.7608,-1.0476,-0.0344,1.5218,1.175,1.4475,-0.4119,0.3097,0.6125,1.2111,-0.3483,-1.0866,-1.5062,-0.2282,-0.544,-2.1561,-1.1274
507542.02,1960.7,5,2.8,5986.36,0,25.87,3.16,0.586,8.86,5.77,4.42,52.89,56053.19,1.146,5.579,19.55,168.48,1533.9,8.8,8.6972,2.323,1.386,57.222,Industrial,Detached,Gas,-1.5003,-0.6025,-0.8245,-0.237,-1.3375,0.8503,0.6297,1.6414,1.8337,-1.0196,0.079,1.468,0.2081,0.5545,0.2483,-0.6035,-1.0546,-0.0966,-1.4996,-0.4758,0.8568,-0.6185,-0.5683,1.3768,0.6362,-0.056,0.2242,-1.6582,0.5201,-1.7368,0.2692,1.4673,-0.2621,-1.4303,0.5558,-0.3823,1.5023,0.0816,-0.0843,0.7456
488514.95,1897.83,5,2.9,3482.11,0,34.96,3.75,0.456,9.08,7.66,3.41,64.69,79557.0,1.178,4.524,58.35,179.85,2031.75,10.9,8.1554,2.96,3.409,79.248,Central,Detached,Gas,1.4579,1.8692,2.1863,0.7851,1.4438,2.2032,-1.7946,-0.2772,-1.3104,-2.0816,-0.5174,-0.0598,-0.6316,1.9653,1.6868,-1.8568,-0.9244,1.4083,1.5849,-0.4082,-0.1986,0.6765,-0.6098,1.1628,-1.8459,0.4499,1.3488,0.8912,-0.554,-0.4045,-1.0566,0.3159,0.421,-0.1841,1.6,0.6695,-0.1444,1.3852,-0.8508,0.6153
413116.72,1504.3,5,2.6,4029.25,0,30.28,5.62,0.407,5.03,8.78,3.47,57.03,76823.53,1.141,5.877,56.1,137.75,1257.02,10.6,8.3013,5.036,4.141,82.778,Hillside,Duplex,Electric,2.0515,0.7603,2.3587,0.3699,2.2174,-0.3581,-0.1877,1.2106,-1.2184,1.7557,-1.0374,-1.2136,-0.448,0.758,-0.1161,0.2908,0.8923,1.0867,0.6696,-0.5932,1.5516,-0.8318,1.0379,0.013,-0.6678,-1.1486,-0.1094,-0.058,-0.0584,-0.5727,0.0152,1.1622,0.0198,0.4297,-0.6741,-0.4409,0.9344,-0.1023,-0.6803,0.3624
281336.52,1892.43,4,2.9,6328.97,1,41.78,5.36,0.357,10.93,3.47,7.18,34.51,55400.99,1.118,5.678,48.06,170.34,1716.29,9.9,8.7529,2.346,-1.457,53.575,Industrial,Condo,Heat pump,-0.4341,-1.3821,-0.0261,-2.1871,-1.6095,2.5521,1.3208,-0.0504,-1.4328,-0.5536,0.0128,0.3921,-0.5165,1.5937,-0.0387,1.5413,1.2124,-0.1252,-0.0763,-0.9183,-1.4921,0.9132,0.1662,0.7278,-1.5627,0.5626,-1.8563,-0.5999,-0.348,0.9436,-0.154,-0.4643,-1.7611,-0.8592,0.1387,0.2411,-1.3251,2.1739,-0.2281,0.5297
432109.44,1877.13,4,2.5,3139.8,1,30.59,1.72,0.324,6.11,3.97,4.12,54.73,48135.25,0.801,5.468,32.32,176.41,1876.22,8.5,8.0519,1.345,1.619,53.172,Central,Duplex,Heat pump,0.0014,1.2433,0.7893,-0.3517,1.0718,-0.1491,0.3772,0.7531,-2.0363,-0.9088,0.4805,-0.1777,-0.9147,-0.8186,1.2908,-1.0293,1.6396,1.5637,0.442,0.4016,0.9494,0.0646,-0.247,0.7454,0.8282,-0.7209,2.6374,-0.2508,0.488,-0.0593,-0.6282,-0.3117,1.7279,-0.1329,0.8375,0.5405,-1.2368,-0.6646,-0.5691,1.1031
